scenario,severity,variant,n_tags_mean,clean_horizon_mean,perturbed_horizon_mean,horizon_delta_mean,horizon_ratio_mean,clean_n_events_mean,perturbed_n_events_mean,event_count_delta_mean,event_count_ratio_mean,clean_n_act_mean,perturbed_n_act_mean,act_count_delta_mean,act_count_ratio_mean,clean_n_rtn_mean,perturbed_n_rtn_mean,rtn_count_delta_mean,rtn_count_ratio_mean,act_tag_set_jaccard_mean,all_event_tag_set_jaccard_mean,act_tag_multiset_jaccard_mean,all_tag_type_multiset_jaccard_mean,act_tag_time_multiset_jaccard_mean,all_tag_type_time_multiset_jaccard_mean,act_sequence_lcs_similarity_mean,all_sequence_lcs_similarity_mean,state_hamming_fraction_mean,state_active_cell_jaccard_mean,state_clean_active_cells_mean,state_perturbed_active_cells_mean,state_active_cell_ratio_mean,n_tags_std,clean_horizon_std,perturbed_horizon_std,horizon_delta_std,horizon_ratio_std,clean_n_events_std,perturbed_n_events_std,event_count_delta_std,event_count_ratio_std,clean_n_act_std,perturbed_n_act_std,act_count_delta_std,act_count_ratio_std,clean_n_rtn_std,perturbed_n_rtn_std,rtn_count_delta_std,rtn_count_ratio_std,act_tag_set_jaccard_std,all_event_tag_set_jaccard_std,act_tag_multiset_jaccard_std,all_tag_type_multiset_jaccard_std,act_tag_time_multiset_jaccard_std,all_tag_type_time_multiset_jaccard_std,act_sequence_lcs_similarity_std,all_sequence_lcs_similarity_std,state_hamming_fraction_std,state_active_cell_jaccard_std,state_clean_active_cells_std,state_perturbed_active_cells_std,state_active_cell_ratio_std,n_tags_p05,clean_horizon_p05,perturbed_horizon_p05,horizon_delta_p05,horizon_ratio_p05,clean_n_events_p05,perturbed_n_events_p05,event_count_delta_p05,event_count_ratio_p05,clean_n_act_p05,perturbed_n_act_p05,act_count_delta_p05,act_count_ratio_p05,clean_n_rtn_p05,perturbed_n_rtn_p05,rtn_count_delta_p05,rtn_count_ratio_p05,act_tag_set_jaccard_p05,all_event_tag_set_jaccard_p05,act_tag_multiset_jaccard_p05,all_tag_type_multiset_jaccard_p05,act_tag_time_multiset_jaccard_p05,all_tag_type_time_multiset_jaccard_p05,act_sequence_lcs_similarity_p05,all_sequence_lcs_similarity_p05,state_hamming_fraction_p05,state_active_cell_jaccard_p05,state_clean_active_cells_p05,state_perturbed_active_cells_p05,state_active_cell_ratio_p05,n_tags_p50,clean_horizon_p50,perturbed_horizon_p50,horizon_delta_p50,horizon_ratio_p50,clean_n_events_p50,perturbed_n_events_p50,event_count_delta_p50,event_count_ratio_p50,clean_n_act_p50,perturbed_n_act_p50,act_count_delta_p50,act_count_ratio_p50,clean_n_rtn_p50,perturbed_n_rtn_p50,rtn_count_delta_p50,rtn_count_ratio_p50,act_tag_set_jaccard_p50,all_event_tag_set_jaccard_p50,act_tag_multiset_jaccard_p50,all_tag_type_multiset_jaccard_p50,act_tag_time_multiset_jaccard_p50,all_tag_type_time_multiset_jaccard_p50,act_sequence_lcs_similarity_p50,all_sequence_lcs_similarity_p50,state_hamming_fraction_p50,state_active_cell_jaccard_p50,state_clean_active_cells_p50,state_perturbed_active_cells_p50,state_active_cell_ratio_p50,n_tags_p95,clean_horizon_p95,perturbed_horizon_p95,horizon_delta_p95,horizon_ratio_p95,clean_n_events_p95,perturbed_n_events_p95,event_count_delta_p95,event_count_ratio_p95,clean_n_act_p95,perturbed_n_act_p95,act_count_delta_p95,act_count_ratio_p95,clean_n_rtn_p95,perturbed_n_rtn_p95,rtn_count_delta_p95,rtn_count_ratio_p95,act_tag_set_jaccard_p95,all_event_tag_set_jaccard_p95,act_tag_multiset_jaccard_p95,all_tag_type_multiset_jaccard_p95,act_tag_time_multiset_jaccard_p95,all_tag_type_time_multiset_jaccard_p95,act_sequence_lcs_similarity_p95,all_sequence_lcs_similarity_p95,state_hamming_fraction_p95,state_active_cell_jaccard_p95,state_clean_active_cells_p95,state_perturbed_active_cells_p95,state_active_cell_ratio_p95
late_time_delay,0.0,repaired,50.0,59.0,59.0,0.0,1.0,56.227,56.227,0.0,1.0,30.019,30.019,0.0,1.0,26.208,26.208,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,128.805,128.805,1.0,0.0,0.0,0.0,0.0,0.0,27.58324771587739,27.58324771587739,0.0,0.0,13.665991179987385,13.665991179987385,0.0,0.0,13.984787929366068,13.984787929366068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.07510212454281,71.07510212454281,0.0,50.0,59.0,59.0,0.0,1.0,26.0,26.0,0.0,1.0,14.0,14.0,0.0,1.0,11.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,32.0,1.0,50.0,59.0,59.0,0.0,1.0,47.0,47.0,0.0,1.0,26.0,26.0,0.0,1.0,21.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0,110.0,1.0,50.0,59.0,59.0,0.0,1.0,110.0,110.0,0.0,1.0,57.04999999999927,57.04999999999927,0.0,1.0,53.04999999999927,53.04999999999927,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,223.04999999999927,223.04999999999927,1.0
late_time_delay,0.0,unrepaired,50.0,59.0,59.0,0.0,1.0,56.227,56.227,0.0,1.0,30.019,30.019,0.0,1.0,26.208,26.208,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,128.805,128.805,1.0,0.0,0.0,0.0,0.0,0.0,27.58324771587739,27.58324771587739,0.0,0.0,13.665991179987385,13.665991179987385,0.0,0.0,13.984787929366068,13.984787929366068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.07510212454281,71.07510212454281,0.0,50.0,59.0,59.0,0.0,1.0,26.0,26.0,0.0,1.0,14.0,14.0,0.0,1.0,11.0,11.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0,32.0,1.0,50.0,59.0,59.0,0.0,1.0,47.0,47.0,0.0,1.0,26.0,26.0,0.0,1.0,21.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0,110.0,1.0,50.0,59.0,59.0,0.0,1.0,110.0,110.0,0.0,1.0,57.04999999999927,57.04999999999927,0.0,1.0,53.04999999999927,53.04999999999927,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,223.04999999999927,223.04999999999927,1.0
late_time_delay,0.05,repaired,50.0,59.0,56.05,-2.950000000000003,0.95,56.227,55.308,-0.919,0.9821867387749608,30.019,29.1,-0.919,0.9670405615995645,26.208,26.208,0.0,1.0,0.953387269397889,0.9660075085171471,0.9670405615995645,0.9821867387749608,0.01874934946108423,0.0192048942152956,0.9670405615995645,0.9821867387749608,0.032751333333333334,0.3310449142620435,128.805,104.475,0.8016987321615066,0.0,0.0,0.0,0.0,0.0,27.58324771587739,27.290174264030192,0.7940415922387316,0.017012743147348196,13.665991179987385,13.395967497516537,0.7940415922387316,0.03123063572665433,13.984787929366068,13.984787929366068,0.0,0.0,0.04613553957780115,0.046924740453006666,0.03123063572665433,0.017012743147348196,0.023034690409604038,0.021856397785922004,0.03123063572665433,0.017012743147348196,0.0109880043007245,0.21639245639114496,71.07510212454281,70.11524078043921,0.2223858458714548,50.0,59.0,56.05,-2.950000000000003,0.95,26.0,25.0,-2.0,0.95,14.0,14.0,-2.0,0.9090909090909091,11.0,11.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.9090909090909091,0.95,0.0,0.0,0.9090909090909091,0.95,0.014333333333333333,0.05263157894736842,32.0,28.0,0.3645359848484849,50.0,59.0,56.05,-2.950000000000003,0.95,47.0,46.0,-1.0,0.9822994987468672,26.0,25.0,-1.0,0.9666666666666667,21.0,21.0,0.0,1.0,0.9629629629629629,1.0,0.9666666666666667,0.9822994987468672,0.012195121951219513,0.013888888888888888,0.9666666666666667,0.9822994987468672,0.0345,0.25694980694980696,110.0,93.0,0.9130434782608695,50.0,59.0,56.05,-2.950000000000003,0.95,110.0,109.0,0.0,1.0,57.04999999999927,56.0,0.0,1.0,53.04999999999927,53.04999999999927,0.0,1.0,1.0,1.0,1.0,1.0,0.06451612903225806,0.06354326676907247,1.0,1.0,0.05,0.6559693704189116,223.04999999999927,204.0,0.9866754385964911
late_time_delay,0.05,unrepaired,50.0,59.0,56.05,-2.950000000000003,0.95,56.227,55.308,-0.919,0.9821867387749608,30.019,29.1,-0.919,0.9670405615995645,26.208,26.208,0.0,1.0,0.953387269397889,0.9660075085171471,0.9670405615995645,0.9821867387749608,0.01874934946108423,0.0192048942152956,0.9670405615995645,0.9821867387749608,0.032751333333333334,0.3310449142620435,128.805,104.475,0.8016987321615066,0.0,0.0,0.0,0.0,0.0,27.58324771587739,27.290174264030192,0.7940415922387316,0.017012743147348196,13.665991179987385,13.395967497516537,0.7940415922387316,0.03123063572665433,13.984787929366068,13.984787929366068,0.0,0.0,0.04613553957780115,0.046924740453006666,0.03123063572665433,0.017012743147348196,0.023034690409604038,0.021856397785922004,0.03123063572665433,0.017012743147348196,0.0109880043007245,0.21639245639114496,71.07510212454281,70.11524078043921,0.2223858458714548,50.0,59.0,56.05,-2.950000000000003,0.95,26.0,25.0,-2.0,0.95,14.0,14.0,-2.0,0.9090909090909091,11.0,11.0,0.0,1.0,0.8888888888888888,0.8888888888888888,0.9090909090909091,0.95,0.0,0.0,0.9090909090909091,0.95,0.014333333333333333,0.05263157894736842,32.0,28.0,0.3645359848484849,50.0,59.0,56.05,-2.950000000000003,0.95,47.0,46.0,-1.0,0.9822994987468672,26.0,25.0,-1.0,0.9666666666666667,21.0,21.0,0.0,1.0,0.9629629629629629,1.0,0.9666666666666667,0.9822994987468672,0.012195121951219513,0.013888888888888888,0.9666666666666667,0.9822994987468672,0.0345,0.25694980694980696,110.0,93.0,0.9130434782608695,50.0,59.0,56.05,-2.950000000000003,0.95,110.0,109.0,0.0,1.0,57.04999999999927,56.0,0.0,1.0,53.04999999999927,53.04999999999927,0.0,1.0,1.0,1.0,1.0,1.0,0.06451612903225806,0.06354326676907247,1.0,1.0,0.05,0.6559693704189116,223.04999999999927,204.0,0.9866754385964911
late_time_delay,0.1,repaired,50.0,59.0,53.1,-5.899999999999999,0.9,56.227,53.267,-2.96,0.9453746363689189,30.019,27.967,-2.052,0.9286980734633882,26.208,25.3,-0.908,0.9648612360471743,0.9352050237445368,0.9508552101265979,0.9286980734633882,0.9453746363689189,0.020644894563539826,0.02002629607118952,0.9286980734633882,0.9453746363689189,0.03897333333333333,0.25339072642488997,128.805,102.249,0.7832570401137565,0.0,0.0,0.0,0.0,0.0,27.58324771587739,26.39028904228924,2.2967210306759727,0.04017214836701367,13.665991179987385,12.931304375943125,1.4633899517951796,0.05014289812381379,13.984787929366068,13.5556768786204,0.9927912990434336,0.03898890205929057,0.05557150208969138,0.05300926218800272,0.05014289812381379,0.04017214836701367,0.023915451889886374,0.021278612477252077,0.05014289812381379,0.04017214836701367,0.012772446132385422,0.19823508564417244,71.07510212454281,68.52686036919536,0.21462142560700667,50.0,59.0,53.1,-5.899999999999999,0.9,26.0,24.0,-7.0,0.8695295794725588,14.0,13.0,-5.0,0.8378378378378378,11.0,11.0,-3.0,0.8946428571428572,0.8333333333333334,0.875,0.8378378378378378,0.8695295794725588,0.0,0.0,0.8378378378378378,0.8695295794725588,0.017333333333333333,0.017857142857142856,32.0,27.0,0.3607835051546392,50.0,59.0,53.1,-5.899999999999999,0.9,47.0,45.0,-2.0,0.9492372706658421,26.0,24.0,-2.0,0.9333333333333333,21.0,21.0,-1.0,0.9718253968253968,0.9333333333333333,0.96,0.9333333333333333,0.9492372706658421,0.01619459742984527,0.015384615384615385,0.9333333333333333,0.9492372706658421,0.04066666666666666,0.17589763177998474,110.0,89.0,0.8963278101209136,50.0,59.0,53.1,-5.899999999999999,0.9,110.0,106.0,0.0,1.0,57.04999999999927,54.0,0.0,1.0,53.04999999999927,52.0,0.0,1.0,1.0,1.0,1.0,1.0,0.06822100313479566,0.06097560975609756,1.0,1.0,0.058016666666666425,0.5546064551925027,223.04999999999927,203.0,0.9698567839195978
late_time_delay,0.1,unrepaired,50.0,59.0,53.1,-5.899999999999999,0.9,56.227,53.267,-2.96,0.9453746363689189,30.019,27.967,-2.052,0.9286980734633882,26.208,25.3,-0.908,0.9648612360471743,0.9352050237445368,0.9508552101265979,0.9286980734633882,0.9453746363689189,0.020644894563539826,0.02002629607118952,0.9286980734633882,0.9453746363689189,0.03897333333333333,0.25339072642488997,128.805,102.249,0.7832570401137565,0.0,0.0,0.0,0.0,0.0,27.58324771587739,26.39028904228924,2.2967210306759727,0.04017214836701367,13.665991179987385,12.931304375943125,1.4633899517951796,0.05014289812381379,13.984787929366068,13.5556768786204,0.9927912990434336,0.03898890205929057,0.05557150208969138,0.05300926218800272,0.05014289812381379,0.04017214836701367,0.023915451889886374,0.021278612477252077,0.05014289812381379,0.04017214836701367,0.012772446132385422,0.19823508564417244,71.07510212454281,68.52686036919536,0.21462142560700667,50.0,59.0,53.1,-5.899999999999999,0.9,26.0,24.0,-7.0,0.8695295794725588,14.0,13.0,-5.0,0.8378378378378378,11.0,11.0,-3.0,0.8946428571428572,0.8333333333333334,0.875,0.8378378378378378,0.8695295794725588,0.0,0.0,0.8378378378378378,0.8695295794725588,0.017333333333333333,0.017857142857142856,32.0,27.0,0.3607835051546392,50.0,59.0,53.1,-5.899999999999999,0.9,47.0,45.0,-2.0,0.9492372706658421,26.0,24.0,-2.0,0.9333333333333333,21.0,21.0,-1.0,0.9718253968253968,0.9333333333333333,0.96,0.9333333333333333,0.9492372706658421,0.01619459742984527,0.015384615384615385,0.9333333333333333,0.9492372706658421,0.04066666666666666,0.17589763177998474,110.0,89.0,0.8963278101209136,50.0,59.0,53.1,-5.899999999999999,0.9,110.0,106.0,0.0,1.0,57.04999999999927,54.0,0.0,1.0,53.04999999999927,52.0,0.0,1.0,1.0,1.0,1.0,1.0,0.06822100313479566,0.06097560975609756,1.0,1.0,0.058016666666666425,0.5546064551925027,223.04999999999927,203.0,0.9698567839195978
late_time_delay,0.15,repaired,50.0,59.0,50.15,-8.850000000000001,0.85,56.227,50.739,-5.488,0.8973373046794759,30.019,26.496,-3.523,0.8755037711106126,26.208,24.243,-1.965,0.9224576295872408,0.8871076583973845,0.9322327330229611,0.8755037711106126,0.8973373046794759,0.01932328899036626,0.01921750411145177,0.8755037711106126,0.8973373046794759,0.04326033333333334,0.20648780633328814,128.805,98.446,0.755847791692998,0.0,0.0,0.0,0.0,0.0,27.58324771587739,25.61531755511422,3.745832234085314,0.06968037337515277,13.665991179987385,12.604200513600931,2.4535837070091415,0.09566366973700852,13.984787929366068,13.150028263252274,1.5601340973904085,0.05607594821336951,0.11030525029072287,0.06198716278964095,0.09566366973700852,0.06968037337515277,0.022304546981408185,0.020846514877088145,0.09566366973700852,0.06968037337515277,0.015318094669093757,0.16908384576691496,71.07510212454281,66.95442758725788,0.21579028259009755,50.0,59.0,50.15,-8.850000000000001,0.85,26.0,22.0,-13.0,0.7584674329501917,14.0,11.0,-8.0,0.65,11.0,10.0,-5.0,0.8203962703962705,0.6363636363636364,0.8181818181818182,0.65,0.7584674329501917,0.0,0.0,0.65,0.7584674329501917,0.018666666666666668,0.013132911392405085,32.0,26.0,0.35103641149374865,50.0,59.0,50.15,-8.850000000000001,0.85,47.0,43.0,-5.0,0.9111111111111111,26.0,23.0,-3.0,0.896551724137931,21.0,20.0,-2.0,0.9285714285714286,0.9090909090909091,0.9285714285714286,0.896551724137931,0.9111111111111111,0.014925373134328358,0.014705882352941176,0.896551724137931,0.9111111111111111,0.044833333333333336,0.15479192938209332,110.0,83.0,0.8602150537634409,50.0,59.0,50.15,-8.850000000000001,0.85,110.0,102.0,0.0,1.0,57.04999999999927,51.04999999999927,0.0,1.0,53.04999999999927,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.061224489795918366,0.05660377358490566,1.0,1.0,0.06569999999999951,0.4672679519741391,223.04999999999927,198.09999999999854,0.9655172413793104
late_time_delay,0.15,unrepaired,50.0,59.0,50.15,-8.850000000000001,0.85,56.227,50.739,-5.488,0.8973373046794759,30.019,26.496,-3.523,0.8755037711106126,26.208,24.243,-1.965,0.9224576295872408,0.8871076583973845,0.9322327330229611,0.8755037711106126,0.8973373046794759,0.01932328899036626,0.01921750411145177,0.8755037711106126,0.8973373046794759,0.04326033333333334,0.20648780633328814,128.805,98.446,0.755847791692998,0.0,0.0,0.0,0.0,0.0,27.58324771587739,25.61531755511422,3.745832234085314,0.06968037337515277,13.665991179987385,12.604200513600931,2.4535837070091415,0.09566366973700852,13.984787929366068,13.150028263252274,1.5601340973904085,0.05607594821336951,0.11030525029072287,0.06198716278964095,0.09566366973700852,0.06968037337515277,0.022304546981408185,0.020846514877088145,0.09566366973700852,0.06968037337515277,0.015318094669093757,0.16908384576691496,71.07510212454281,66.95442758725788,0.21579028259009755,50.0,59.0,50.15,-8.850000000000001,0.85,26.0,22.0,-13.0,0.7584674329501917,14.0,11.0,-8.0,0.65,11.0,10.0,-5.0,0.8203962703962705,0.6363636363636364,0.8181818181818182,0.65,0.7584674329501917,0.0,0.0,0.65,0.7584674329501917,0.018666666666666668,0.013132911392405085,32.0,26.0,0.35103641149374865,50.0,59.0,50.15,-8.850000000000001,0.85,47.0,43.0,-5.0,0.9111111111111111,26.0,23.0,-3.0,0.896551724137931,21.0,20.0,-2.0,0.9285714285714286,0.9090909090909091,0.9285714285714286,0.896551724137931,0.9111111111111111,0.014925373134328358,0.014705882352941176,0.896551724137931,0.9111111111111111,0.044833333333333336,0.15479192938209332,110.0,83.0,0.8602150537634409,50.0,59.0,50.15,-8.850000000000001,0.85,110.0,102.0,0.0,1.0,57.04999999999927,51.04999999999927,0.0,1.0,53.04999999999927,50.0,0.0,1.0,1.0,1.0,1.0,1.0,0.061224489795918366,0.05660377358490566,1.0,1.0,0.06569999999999951,0.4672679519741391,223.04999999999927,198.09999999999854,0.9655172413793104
late_time_delay,0.2,repaired,50.0,59.0,47.2,-11.799999999999997,0.8,56.227,48.067,-8.16,0.8503453344080697,30.019,25.025,-4.994,0.8265832471440805,26.208,23.042,-3.166,0.8774896576285797,0.8464055120414148,0.9057056608391824,0.8265832471440805,0.8503453344080697,0.01702347835780664,0.017281792091912204,0.8265832471440805,0.8503453344080697,0.047838,0.15663041746275141,128.805,89.841,0.708620603875048,0.0,0.0,0.0,0.0,0.0,27.58324771587739,24.282905035182573,5.289347570331527,0.0896174586291399,13.665991179987385,11.941634530646397,3.3243148327002223,0.12113690097562756,13.984787929366068,12.510790861843972,2.226867731588336,0.07010675618920699,0.13790853936692568,0.0719628408304351,0.12113690097562756,0.0896174586291399,0.022394268701971757,0.02037442346336618,0.12113690097562756,0.0896174586291399,0.019423592047745627,0.13598479967464827,71.07510212454281,58.96221988135573,0.22209130222782264,50.0,59.0,47.2,-11.799999999999997,0.8,26.0,20.0,-18.0,0.6763970588235295,14.0,9.0,-11.0,0.5555555555555556,11.0,10.0,-7.0,0.75,0.5454545454545454,0.7777777777777778,0.5555555555555556,0.6763970588235295,0.0,0.0,0.5555555555555556,0.6763970588235295,0.019,0.0,32.0,26.0,0.34375,50.0,59.0,47.2,-11.799999999999997,0.8,47.0,41.0,-7.0,0.8666666666666667,26.0,22.0,-4.0,0.8571428571428571,21.0,19.0,-3.0,0.8823529411764706,0.8888888888888888,0.9076704545454546,0.8571428571428571,0.8666666666666667,0.010362972508591065,0.01242283950617284,0.8571428571428571,0.8666666666666667,0.04933333333333333,0.119510483108005,110.0,76.0,0.8062108810784785,50.0,59.0,47.2,-11.799999999999997,0.8,110.0,96.0,-1.0,0.9697415329768265,57.04999999999927,48.0,-1.0,0.9629629629629629,53.04999999999927,48.0,0.0,1.0,1.0,1.0,0.9629629629629629,0.9697415329768265,0.06060606060606061,0.058013640238703555,0.9629629629629629,0.9697415329768265,0.07369999999999952,0.3843137254901961,223.04999999999927,188.04999999999927,0.9574532559638942
late_time_delay,0.2,unrepaired,50.0,59.0,47.2,-11.799999999999997,0.8,56.227,48.067,-8.16,0.8503453344080697,30.019,25.025,-4.994,0.8265832471440805,26.208,23.042,-3.166,0.8774896576285797,0.8464055120414148,0.9057056608391824,0.8265832471440805,0.8503453344080697,0.01702347835780664,0.017281792091912204,0.8265832471440805,0.8503453344080697,0.047838,0.15663041746275141,128.805,89.841,0.708620603875048,0.0,0.0,0.0,0.0,0.0,27.58324771587739,24.282905035182573,5.289347570331527,0.0896174586291399,13.665991179987385,11.941634530646397,3.3243148327002223,0.12113690097562756,13.984787929366068,12.510790861843972,2.226867731588336,0.07010675618920699,0.13790853936692568,0.0719628408304351,0.12113690097562756,0.0896174586291399,0.022394268701971757,0.02037442346336618,0.12113690097562756,0.0896174586291399,0.019423592047745627,0.13598479967464827,71.07510212454281,58.96221988135573,0.22209130222782264,50.0,59.0,47.2,-11.799999999999997,0.8,26.0,20.0,-18.0,0.6763970588235295,14.0,9.0,-11.0,0.5555555555555556,11.0,10.0,-7.0,0.75,0.5454545454545454,0.7777777777777778,0.5555555555555556,0.6763970588235295,0.0,0.0,0.5555555555555556,0.6763970588235295,0.019,0.0,32.0,26.0,0.34375,50.0,59.0,47.2,-11.799999999999997,0.8,47.0,41.0,-7.0,0.8666666666666667,26.0,22.0,-4.0,0.8571428571428571,21.0,19.0,-3.0,0.8823529411764706,0.8888888888888888,0.9076704545454546,0.8571428571428571,0.8666666666666667,0.010362972508591065,0.01242283950617284,0.8571428571428571,0.8666666666666667,0.04933333333333333,0.119510483108005,110.0,76.0,0.8062108810784785,50.0,59.0,47.2,-11.799999999999997,0.8,110.0,96.0,-1.0,0.9697415329768265,57.04999999999927,48.0,-1.0,0.9629629629629629,53.04999999999927,48.0,0.0,1.0,1.0,1.0,0.9629629629629629,0.9697415329768265,0.06060606060606061,0.058013640238703555,0.9629629629629629,0.9697415329768265,0.07369999999999952,0.3843137254901961,223.04999999999927,188.04999999999927,0.9574532559638942
